URIs,labels
../../scotts/datasets/train/globethistle_flickr_332_-2064235901.jpg,globethistle
../../scotts/datasets/train/lentenrose_flickr_1228_-2107465624.jpg,lentenrose
../../scotts/datasets/train/mexicansunflower_flickr_224_1552315562.jpg,mexicansunflower
../../scotts/datasets/train/siberianiris_flickr_500_-1257225782.jpg,siberianiris
../../scotts/datasets/train/yarrow_flickr_23_-1680533022.jpg,yarrow
../../scotts/datasets/train/cardinalflower_flickr_843_217979426.jpg,cardinalflower
../../scotts/datasets/train/lilyofthevalley_flickr_852_1459103943.jpg,lilyofthevalley
../../scotts/datasets/train/spiderlily_flickr_69_-2014241065.jpg,spiderlily
../../scotts/datasets/train/cardinalflower_flickr_155_275944795.jpg,cardinalflower
../../scotts/datasets/train/loveinamist_flickr_1416_-681931730.jpg,loveinamist
../../scotts/datasets/train/lavendercotton_flickr_3_1174041701.jpg,lavendercotton
../../scotts/datasets/train/siberianiris_flickr_147_2119587372.jpg,siberianiris
../../scotts/datasets/train/perennialbachelorsbutton_flickr_97_-1078288257.jpg,perennialbachelorsbutton
../../scotts/datasets/train/mandevilla_flickr_1008_-1949093881.jpg,mandevilla
../../scotts/datasets/train/saucermagnolia_flickr_1341_478448801.jpg,saucermagnolia
../../scotts/datasets/train/thrift_flickr_249_-59418585.jpg,thrift
../../scotts/datasets/train/lilyofthevalley_flickr_540_-1218998048.jpg,lilyofthevalley
../../scotts/datasets/train/blanketflower_flickr_510_-1969323678.jpg,blanketflower
../../scotts/datasets/train/weigela_flickr_1234_-1431466159.jpg,weigela
../../scotts/datasets/train/weigela_flickr_615_-2012729377.jpg,weigela
../../scotts/datasets/train/gloryofthesnow_flickr_692_-149544277.jpg,gloryofthesnow
../../scotts/datasets/train/saucermagnolia_flickr_811_88608349.jpg,saucermagnolia
../../scotts/datasets/train/shastadaisy_flickr_707_64765110.jpg,shastadaisy
../../scotts/datasets/train/bacopa_flickr_21_873537086.jpg,bacopa
../../scotts/datasets/train/capedaisy_flickr_998_-1356533416.jpg,capedaisy
../../scotts/datasets/train/southernmagnolia_flickr_133_-989667950.jpg,southernmagnolia
../../scotts/datasets/train/wishboneflower_flickr_29_-1199752102.jpg,wishboneflower
../../scotts/datasets/train/siberianiris_flickr_1139_-1414680391.jpg,siberianiris
../../scotts/datasets/train/shastadaisy_flickr_1116_-465214614.jpg,shastadaisy
../../scotts/datasets/train/masterwort_flickr_321_469957200.jpg,masterwort
../../scotts/datasets/train/yarrow_flickr_1002_-1011141470.jpg,yarrow
../../scotts/datasets/train/tulip_flickr_1457_1169617623.jpg,tulip
../../scotts/datasets/train/autumncrocus_flickr_703_1596804255.jpg,autumncrocus
../../scotts/datasets/train/gaura_flickr_431_1450304471.jpg,gaura
../../scotts/datasets/train/buttonbush_flickr_1171_-414899427.jpg,buttonbush
../../scotts/datasets/train/hardyiceplant_flickr_217_-346228421.jpg,hardyiceplant
../../scotts/datasets/train/morningglory_flickr_952_-640824020.jpg,morningglory
../../scotts/datasets/train/whiteclover_flickr_1422123570.jpg,whiteclover
../../scotts/datasets/train/bloodflower_flickr_341_-747176580.jpg,bloodflower
../../scotts/datasets/train/forgetmenot_flickr_523_849659653.jpg,forgetmenot
../../scotts/datasets/train/tulip_flickr_133_-171845903.jpg,tulip
../../scotts/datasets/train/foxglove_flickr_425_-957535215.jpg,foxglove
../../scotts/datasets/train/capedaisy_flickr_1021_-50534714.jpg,capedaisy
../../scotts/datasets/train/loveinamist_flickr_358_-1064050874.jpg,loveinamist
../../scotts/datasets/train/amaryllis_flickr_1117_-1420661111.jpg,amaryllis
../../scotts/datasets/train/weigela_flickr_76_8355507.jpg,weigela
../../scotts/datasets/train/corydalis_flickr_1017_1405522724.jpg,corydalis
../../scotts/datasets/train/saucermagnolia_flickr_1131_1916644406.jpg,saucermagnolia
../../scotts/datasets/train/stjohnswort_flickr_1200_-99091603.jpg,stjohnswort
../../scotts/datasets/train/autumncrocus_flickr_1_2140581531.jpg,autumncrocus
../../scotts/datasets/train/monkshood_flickr_823_902246107.jpg,monkshood
../../scotts/datasets/train/mossrose_flickr_739_-505427411.jpg,mossrose
../../scotts/datasets/train/capedaisy_flickr_587_-1715386394.jpg,capedaisy
../../scotts/datasets/train/lilyofthevalley_flickr_521_1552225612.jpg,lilyofthevalley
../../scotts/datasets/train/carolinaallspice_flickr_174_1204763948.jpg,carolinaallspice
../../scotts/datasets/train/borage_flickr_974_1919452916.jpg,borage
../../scotts/datasets/train/sunflower_flickr_13_-31671035.jpg,sunflower
../../scotts/datasets/train/gloryofthesnow_flickr_700_-1683399978.jpg,gloryofthesnow
../../scotts/datasets/train/lentenrose_flickr_507_1529377664.jpg,lentenrose
../../scotts/datasets/train/bellsofireland_flickr_317_-1785463225.jpg,bellsofireland
../../scotts/datasets/train/nankingcherry_flickr_74_1505081634.jpg,nankingcherry
../../scotts/datasets/train/snowdrop_flickr_448_-15270784.jpg,snowdrop
../../scotts/datasets/train/marshmarigold_flickr_83_1382907006.jpg,marshmarigold
../../scotts/datasets/train/asiaticlily_flickr_717_709268925.jpg,asiaticlily
../../scotts/datasets/train/camassia_flickr_416_592915582.jpg,camassia
../../scotts/datasets/train/buttonbush_flickr_800_-307972978.jpg,buttonbush
../../scotts/datasets/train/lavendercotton_flickr_88_144602349.jpg,lavendercotton
../../scotts/datasets/train/lilyturf_flickr_127_-1634996100.jpg,lilyturf
../../scotts/datasets/train/asiaticlily_flickr_1340_-534015954.jpg,asiaticlily
../../scotts/datasets/train/painteddaisy_flickr_202_-229418219.jpg,painteddaisy
../../scotts/datasets/train/saucermagnolia_flickr_1026_137153780.jpg,saucermagnolia
../../scotts/datasets/train/fouroclock_flickr_220_-1489787487.jpg,fouroclock
../../scotts/datasets/train/asiaticlily_flickr_52_1898821287.jpg,asiaticlily
../../scotts/datasets/train/englishrose_flickr_332_-1918433520.jpg,englishrose
../../scotts/datasets/train/angelstrumpet_flickr_527_-435340385.jpg,angelstrumpet
../../scotts/datasets/train/angelstrumpet_flickr_648_-251065512.jpg,angelstrumpet
../../scotts/datasets/train/camassia_flickr_1029_-1977961735.jpg,camassia
../../scotts/datasets/train/winteraconite_flickr_744_-1383008589.jpg,winteraconite
../../scotts/datasets/train/marshmarigold_flickr_1430_421542586.jpg,marshmarigold
../../scotts/datasets/train/mandevilla_flickr_158_907506833.jpg,mandevilla
../../scotts/datasets/train/gloxinia_flickr_752_-39561178.jpg,gloxinia
../../scotts/datasets/train/spiderlily_flickr_158_763904277.jpg,spiderlily
../../scotts/datasets/train/calliopsis_urls_965877085.jpg,calliopsis
../../scotts/datasets/train/skyvine_flickr_198_-1464116985.jpg,skyvine
../../scotts/datasets/train/morningglory_flickr_1488_-1310038105.jpg,morningglory
../../scotts/datasets/train/shastadaisy_flickr_306_1041713212.jpg,shastadaisy
../../scotts/datasets/train/angelstrumpet_flickr_147_234745008.jpg,angelstrumpet
../../scotts/datasets/train/borage_flickr_1021_18671246.jpg,borage
../../scotts/datasets/train/corydalis_flickr_572_1632322505.jpg,corydalis
../../scotts/datasets/train/loveinamist_flickr_1236_-525628443.jpg,loveinamist
../../scotts/datasets/train/strawflower_flickr_1424_-873684794.jpg,strawflower
../../scotts/datasets/train/stjohnswort_flickr_1085_1425064508.jpg,stjohnswort
../../scotts/datasets/train/lavendercotton_flickr_182_-599860261.jpg,lavendercotton
../../scotts/datasets/train/elephantsear_flickr_434_-1205045815.jpg,elephantsear
../../scotts/datasets/train/castorbean_flickr_400_781128829.jpg,castorbean
../../scotts/datasets/train/mandevilla_flickr_258_10095540.jpg,mandevilla
../../scotts/datasets/train/balloonflower_flickr_870_1387615875.jpg,balloonflower
../../scotts/datasets/train/compassplant_flickr_393_-766129275.jpg,compassplant
../../scotts/datasets/train/commonchickweed_flickr_856376029.jpg,commonchickweed
../../scotts/datasets/train/amaranth_flickr_368_233416883.jpg,amaranth
../../scotts/datasets/train/camassia_flickr_853_-91205142.jpg,camassia
../../scotts/datasets/train/camassia_flickr_771_-1863391094.jpg,camassia
../../scotts/datasets/train/mossrose_flickr_506_184133947.jpg,mossrose
../../scotts/datasets/train/skyvine_flickr_185_-921778763.jpg,skyvine
../../scotts/datasets/train/cardinalflower_flickr_1230_-1734431913.jpg,cardinalflower
../../scotts/datasets/train/autumncrocus_flickr_839_-85799333.jpg,autumncrocus
../../scotts/datasets/train/stjohnswort_flickr_910_1213117302.jpg,stjohnswort
../../scotts/datasets/train/hollyhock_flickr_426_-1460661556.jpg,hollyhock
../../scotts/datasets/train/dwarfmorningglory_flickr_42_-951720218.jpg,dwarfmorningglory
../../scotts/datasets/train/foamflower_flickr_477_1526998897.jpg,foamflower
../../scotts/datasets/train/moonflower_flickr_626_-1671598422.jpg,moonflower
../../scotts/datasets/train/amaryllis_flickr_1112_-68319085.jpg,amaryllis
../../scotts/datasets/train/matilijapoppy_flickr_367_-812907744.jpg,matilijapoppy
../../scotts/datasets/train/commonchickweed_flickr_225628765.jpg,commonchickweed
../../scotts/datasets/train/floweringtobacco_flickr_140_227506447.jpg,floweringtobacco
../../scotts/datasets/train/gloriosalily_flickr_179_-130819174.jpg,gloriosalily
../../scotts/datasets/train/yarrow_flickr_1006_823615528.jpg,yarrow
../../scotts/datasets/train/elephantsear_flickr_487_-1136055178.jpg,elephantsear
../../scotts/datasets/train/stjohnswort_flickr_321_28836228.jpg,stjohnswort
../../scotts/datasets/train/whiteclover_flickr_207049723.jpg,whiteclover
../../scotts/datasets/train/winteraconite_flickr_794_1627414619.jpg,winteraconite
../../scotts/datasets/train/chastetree_flickr_123_-1521973281.jpg,chastetree
../../scotts/datasets/train/angelstrumpet_flickr_1408_-625515114.jpg,angelstrumpet
../../scotts/datasets/train/redhotpoker_flickr_384_-2143173018.jpg,redhotpoker
../../scotts/datasets/train/gloxinia_flickr_142_32792154.jpg,gloxinia
../../scotts/datasets/train/snowinsummer_flickr_325_-1599356806.jpg,snowinsummer
../../scotts/datasets/train/corydalis_flickr_201_-120752779.jpg,corydalis
../../scotts/datasets/train/englishrose_flickr_256_-204848869.jpg,englishrose
../../scotts/datasets/train/corydalis_flickr_521_-1351711352.jpg,corydalis
../../scotts/datasets/train/asiaticlily_flickr_684_512939962.jpg,asiaticlily
../../scotts/datasets/train/duranta_flickr_415_-381666785.jpg,duranta
../../scotts/datasets/train/siberianiris_flickr_59_1053792832.jpg,siberianiris
../../scotts/datasets/train/spiderlily_flickr_1011_-1750824300.jpg,spiderlily
../../scotts/datasets/train/loveinamist_flickr_1002_-103942372.jpg,loveinamist
../../scotts/datasets/train/camassia_flickr_1063_1198955674.jpg,camassia
../../scotts/datasets/train/foxglove_flickr_555_-1874592468.jpg,foxglove
../../scotts/datasets/train/spiderlily_flickr_613_1222345658.jpg,spiderlily
../../scotts/datasets/train/bloodflower_flickr_78_-677351703.jpg,bloodflower
../../scotts/datasets/train/gerberadaisy_flickr_1034_-769046060.jpg,gerberadaisy
../../scotts/datasets/train/hardyiceplant_flickr_269_-406301171.jpg,hardyiceplant
../../scotts/datasets/train/balloonflower_flickr_607_823145000.jpg,balloonflower
../../scotts/datasets/train/spiderlily_flickr_813_-776520125.jpg,spiderlily
../../scotts/datasets/train/saucermagnolia_flickr_5_-1616151107.jpg,saucermagnolia
../../scotts/datasets/train/balloonflower_flickr_669_1869270097.jpg,balloonflower
../../scotts/datasets/train/africanmarigold_flickr_294_953043381.jpg,africanmarigold
../../scotts/datasets/train/weigela_flickr_14_1203131879.jpg,weigela
../../scotts/datasets/train/poppymallow_flickr_161_-750276515.jpg,poppymallow
../../scotts/datasets/train/canadathistle_flickr_-918437896.jpg,canadathistle
../../scotts/datasets/train/tulip_flickr_1418_-305812245.jpg,tulip
../../scotts/datasets/train/winteraconite_flickr_930_1370795572.jpg,winteraconite
../../scotts/datasets/train/claretcupcactus_flickr_360_1722076731.jpg,claretcupcactus
../../scotts/datasets/train/mandevilla_flickr_630_-1019507313.jpg,mandevilla
../../scotts/datasets/train/castorbean_flickr_564_-1828266388.jpg,castorbean
../../scotts/datasets/train/perennialbachelorsbutton_flickr_502_-6706607.jpg,perennialbachelorsbutton
../../scotts/datasets/train/camassia_flickr_1066_-87886761.jpg,camassia
../../scotts/datasets/train/bloodflower_flickr_23_-904750955.jpg,bloodflower
../../scotts/datasets/train/gerberadaisy_flickr_388_920508986.jpg,gerberadaisy
../../scotts/datasets/train/strawflower_flickr_952_1932591384.jpg,strawflower
../../scotts/datasets/train/capedaisy_flickr_598_202458088.jpg,capedaisy
../../scotts/datasets/train/stjohnswort_flickr_1271_495890807.jpg,stjohnswort
../../scotts/datasets/train/gloxinia_flickr_1064_1517344697.jpg,gloxinia
../../scotts/datasets/train/calibrachoa_flickr_672_-2137022244.jpg,calibrachoa
../../scotts/datasets/train/fringetree_urls_1239355202.jpg,fringetree
../../scotts/datasets/train/skyvine_flickr_273_1629044660.jpg,skyvine
../../scotts/datasets/train/forgetmenot_flickr_702_-1723334901.jpg,forgetmenot
../../scotts/datasets/train/saucermagnolia_flickr_261_1621402143.jpg,saucermagnolia
../../scotts/datasets/train/capedaisy_flickr_253_1557122837.jpg,capedaisy
../../scotts/datasets/train/mandevilla_flickr_280_989753649.jpg,mandevilla
../../scotts/datasets/train/blanketflower_flickr_441_-164602686.jpg,blanketflower
../../scotts/datasets/train/sweetalyssum_flickr_75_-124028032.jpg,sweetalyssum
../../scotts/datasets/train/blackeyedsusan_flickr_155_828199019.jpg,blackeyedsusan
../../scotts/datasets/train/bottlebrush_flickr_1099_-1673871086.jpg,bottlebrush
../../scotts/datasets/train/gardenia_flickr_1110_-2043135002.jpg,gardenia
../../scotts/datasets/train/balloonflower_flickr_113_-1261717155.jpg,balloonflower
../../scotts/datasets/train/gloryofthesnow_flickr_480_1721258728.jpg,gloryofthesnow
../../scotts/datasets/train/siberianiris_flickr_758_473783861.jpg,siberianiris
../../scotts/datasets/train/weigela_flickr_1089_874553163.jpg,weigela
../../scotts/datasets/train/purplebeautyberry_flickr_73_1655456602.jpg,purplebeautyberry
../../scotts/datasets/train/monkshood_flickr_1190_1432779744.jpg,monkshood
../../scotts/datasets/train/blackeyedsusan_flickr_541_1579782943.jpg,blackeyedsusan
../../scotts/datasets/train/weigela_flickr_893_-1466383206.jpg,weigela
../../scotts/datasets/train/spiderlily_flickr_616_894243825.jpg,spiderlily
../../scotts/datasets/train/autumncrocus_flickr_615_-236546573.jpg,autumncrocus
../../scotts/datasets/train/gerberadaisy_flickr_615_-2095051239.jpg,gerberadaisy
../../scotts/datasets/train/bacopa_flickr_585_670580148.jpg,bacopa
../../scotts/datasets/train/winteraconite_flickr_1130_1056907689.jpg,winteraconite
../../scotts/datasets/train/gloxinia_flickr_765_-440250782.jpg,gloxinia
../../scotts/datasets/train/purplebeautyberry_flickr_213_-1774239220.jpg,purplebeautyberry
../../scotts/datasets/train/babyblueeyes_flickr_451_-1373340380.jpg,babyblueeyes
../../scotts/datasets/train/autumncrocus_flickr_1000_1459732840.jpg,autumncrocus
../../scotts/datasets/train/peacockflower_flickr_486_1819490892.jpg,peacockflower
../../scotts/datasets/train/mossrose_flickr_1230_-459170780.jpg,mossrose
../../scotts/datasets/train/autumncrocus_flickr_435_-2142163460.jpg,autumncrocus
../../scotts/datasets/train/strawflower_flickr_1199_1288710751.jpg,strawflower
../../scotts/datasets/train/africanmarigold_flickr_163_120567774.jpg,africanmarigold
../../scotts/datasets/train/fouroclock_flickr_661_-896322230.jpg,fouroclock
../../scotts/datasets/train/englishrose_flickr_357_628189789.jpg,englishrose
../../scotts/datasets/train/camassia_flickr_614_-793677284.jpg,camassia
../../scotts/datasets/train/winteraconite_flickr_604_-598960810.jpg,winteraconite
../../scotts/datasets/train/hardyiceplant_flickr_287_-907742644.jpg,hardyiceplant
../../scotts/datasets/train/moonflower_flickr_78_764184287.jpg,moonflower
../../scotts/datasets/train/skyvine_flickr_103_1288866849.jpg,skyvine
../../scotts/datasets/train/buckhornplantain_flickr_-1905727255.jpg,buckhornplantain
../../scotts/datasets/train/capedaisy_flickr_256_-1913797006.jpg,capedaisy
../../scotts/datasets/train/caladium_flickr_379_-1183859650.jpg,caladium
../../scotts/datasets/train/purplebeautyberry_flickr_102_2026777224.jpg,purplebeautyberry
../../scotts/datasets/train/forsythia_flickr_384_-511557613.jpg,forsythia
../../scotts/datasets/train/perennialbachelorsbutton_flickr_96_-2104046407.jpg,perennialbachelorsbutton
../../scotts/datasets/train/jupitersbeard_flickr_152_-1653793942.jpg,jupitersbeard
../../scotts/datasets/train/borage_flickr_1455_-1433388025.jpg,borage
../../scotts/datasets/train/rainlily_flickr_340_-1230637274.jpg,rainlily
../../scotts/datasets/train/mandevilla_flickr_1327_1703722150.jpg,mandevilla
../../scotts/datasets/train/matilijapoppy_flickr_474_-523102764.jpg,matilijapoppy
../../scotts/datasets/train/gloriosalily_flickr_93_935925993.jpg,gloriosalily
../../scotts/datasets/train/peacockflower_flickr_211_-675054336.jpg,peacockflower
../../scotts/datasets/train/gerberadaisy_flickr_25_-1518606023.jpg,gerberadaisy
../../scotts/datasets/train/saucermagnolia_flickr_288_-1688032410.jpg,saucermagnolia
../../scotts/datasets/train/lentenrose_flickr_1491_-636827370.jpg,lentenrose
../../scotts/datasets/train/masterwort_flickr_121_882643942.jpg,masterwort
../../scotts/datasets/train/calliopsis_flickr_201_-74146480.jpg,calliopsis
../../scotts/datasets/train/bacopa_flickr_191_931211395.jpg,bacopa
../../scotts/datasets/train/saucermagnolia_flickr_893_-1979424323.jpg,saucermagnolia
../../scotts/datasets/train/whiteviolet_flickr_294_388106.jpg,whiteviolet
../../scotts/datasets/train/asiaticlily_flickr_551_1762561054.jpg,asiaticlily
../../scotts/datasets/train/marshmarigold_flickr_728_-130307556.jpg,marshmarigold
../../scotts/datasets/train/canadathistle_flickr_-485143382.jpg,canadathistle
../../scotts/datasets/train/angelstrumpet_flickr_460_1597292359.jpg,angelstrumpet
../../scotts/datasets/train/hardyiceplant_flickr_126_777017839.jpg,hardyiceplant
../../scotts/datasets/train/tulip_flickr_598_-245788995.jpg,tulip
../../scotts/datasets/train/babyblueeyes_flickr_352_-1104858413.jpg,babyblueeyes
../../scotts/datasets/train/capedaisy_flickr_663_1631850513.jpg,capedaisy
../../scotts/datasets/train/marshmarigold_flickr_70_-1720429646.jpg,marshmarigold
../../scotts/datasets/train/spiderlily_flickr_317_1627358949.jpg,spiderlily
../../scotts/datasets/train/blackberrylily_flickr_46_-46552337.jpg,blackberrylily
../../scotts/datasets/train/mandevilla_flickr_1161_-1813674368.jpg,mandevilla
../../scotts/datasets/train/caladium_flickr_937_-248814895.jpg,caladium
../../scotts/datasets/train/flossflower_flickr_4_1090423265.jpg,flossflower
../../scotts/datasets/train/bottlebrush_flickr_2_-1096005572.jpg,bottlebrush
../../scotts/datasets/train/lilyofthevalley_flickr_495_55863446.jpg,lilyofthevalley
../../scotts/datasets/train/paintedtongue_flickr_74_2102407923.jpg,paintedtongue
../../scotts/datasets/train/forsythia_flickr_334_472647279.jpg,forsythia
../../scotts/datasets/train/blackberrylily_flickr_118_-610533512.jpg,blackberrylily
../../scotts/datasets/train/gerberadaisy_flickr_1008_1753613113.jpg,gerberadaisy
../../scotts/datasets/train/peacockflower_flickr_245_-717770816.jpg,peacockflower
../../scotts/datasets/train/marshmarigold_flickr_866_-974843156.jpg,marshmarigold
../../scotts/datasets/train/amaryllis_flickr_254_1161209944.jpg,amaryllis
../../scotts/datasets/train/lentenrose_flickr_316_37634031.jpg,lentenrose
../../scotts/datasets/train/painteddaisy_flickr_189_177970082.jpg,painteddaisy
../../scotts/datasets/train/gaura_flickr_83_-1987447785.jpg,gaura
../../scotts/datasets/train/morningglory_flickr_346_-1452819603.jpg,morningglory
../../scotts/datasets/train/loveinamist_flickr_1081_-691277354.jpg,loveinamist
../../scotts/datasets/train/caladium_flickr_500_1453524980.jpg,caladium
../../scotts/datasets/train/floweringdogwood_flickr_387_-1813699469.jpg,floweringdogwood
../../scotts/datasets/train/perennialbachelorsbutton_flickr_80_298246643.jpg,perennialbachelorsbutton
../../scotts/datasets/train/mexicansunflower_flickr_800_1383253379.jpg,mexicansunflower
../../scotts/datasets/train/bloodflower_flickr_393_-1956712346.jpg,bloodflower
../../scotts/datasets/train/amaryllis_flickr_164_-293110143.jpg,amaryllis
../../scotts/datasets/train/painteddaisy_flickr_163_191504707.jpg,painteddaisy
../../scotts/datasets/train/wishboneflower_flickr_122_1501906330.jpg,wishboneflower
../../scotts/datasets/train/autumncrocus_flickr_101_-1641927697.jpg,autumncrocus
../../scotts/datasets/train/gerberadaisy_flickr_1470_-2088472926.jpg,gerberadaisy
../../scotts/datasets/train/chocolateflower_flickr_143_-550331500.jpg,chocolateflower
../../scotts/datasets/train/peacockflower_flickr_410_143639406.jpg,peacockflower
../../scotts/datasets/train/carolinaallspice_flickr_142_-1068501413.jpg,carolinaallspice
../../scotts/datasets/train/redhotpoker_flickr_617_-79389779.jpg,redhotpoker
../../scotts/datasets/train/forsythia_flickr_414_271633678.jpg,forsythia
../../scotts/datasets/train/masterwort_flickr_302_1563503587.jpg,masterwort
../../scotts/datasets/train/angelstrumpet_flickr_1044_-2012705168.jpg,angelstrumpet
../../scotts/datasets/train/reticulatediris_flickr_108_-79199834.jpg,reticulatediris
../../scotts/datasets/train/shastadaisy_flickr_1402_221248735.jpg,shastadaisy
../../scotts/datasets/train/babyblueeyes_flickr_593_521132533.jpg,babyblueeyes
../../scotts/datasets/train/cardoon_flickr_704_-147813364.jpg,cardoon
../../scotts/datasets/train/capedaisy_flickr_680_1663836722.jpg,capedaisy
../../scotts/datasets/train/moonflower_flickr_163_-1405029145.jpg,moonflower
../../scotts/datasets/train/winteraconite_flickr_495_1274772342.jpg,winteraconite
../../scotts/datasets/train/blanketflower_flickr_785_-465872349.jpg,blanketflower
../../scotts/datasets/train/forgetmenot_flickr_458_-1716330062.jpg,forgetmenot
../../scotts/datasets/train/stjohnswort_flickr_109_942764892.jpg,stjohnswort
../../scotts/datasets/train/angelstrumpet_flickr_1218_-1376570717.jpg,angelstrumpet
../../scotts/datasets/train/snowinsummer_flickr_140_1548595623.jpg,snowinsummer
../../scotts/datasets/train/balloonflower_flickr_11_2062625568.jpg,balloonflower
../../scotts/datasets/train/blackberrylily_flickr_393_2038782898.jpg,blackberrylily
../../scotts/datasets/train/capedaisy_flickr_152_-60342931.jpg,capedaisy
../../scotts/datasets/train/whiteclover_flickr_60773019.jpg,whiteclover
../../scotts/datasets/train/loveinamist_flickr_887_-1319712658.jpg,loveinamist
../../scotts/datasets/train/monkshood_flickr_276_-2121476872.jpg,monkshood
../../scotts/datasets/train/lentenrose_flickr_164_1194357919.jpg,lentenrose
